Timestamp,Tag,Source,Destination
1700958446.270681,sending,aggregator,trainer5
1700958449.0846736,fetch,trainer5,aggregator
1700958450.4264486,upload,trainer5,aggregator
1700958450.4807336,fetch,trainer5,aggregator
1700958450.500275,received,aggregator,trainer5
1700958450.5457418,sending,aggregator,trainer5
1700958451.8020604,upload,trainer5,aggregator
1700958451.8504078,fetch,trainer5,aggregator
1700958451.8617208,received,aggregator,trainer5
1700958458.839847,sending,aggregator,trainer5
1700958460.0107572,upload,trainer5,aggregator
1700958460.0534594,fetch,trainer5,aggregator
1700958465.5945969,received,aggregator,trainer5
1700958478.636371,sending,aggregator,trainer5
1700958479.9545815,upload,trainer5,aggregator
1700958479.992711,fetch,trainer5,aggregator
1700958485.2258675,received,aggregator,trainer5
1700958491.7583823,sending,aggregator,trainer5
1700958492.951822,upload,trainer5,aggregator
1700958493.0011182,fetch,trainer5,aggregator
1700958498.5323656,received,aggregator,trainer5
1700958518.351662,sending,aggregator,trainer5
1700958519.5188158,upload,trainer5,aggregator
1700958519.5669854,fetch,trainer5,aggregator
1700958531.2950518,received,aggregator,trainer5
1700958531.40257,sending,aggregator,trainer5
1700958532.619715,upload,trainer5,aggregator
1700958532.6745622,fetch,trainer5,aggregator
1700958538.2610862,received,aggregator,trainer5
1700958551.438469,sending,aggregator,trainer5
1700958552.6032898,upload,trainer5,aggregator
1700958552.6518407,fetch,trainer5,aggregator
1700958558.0957592,received,aggregator,trainer5
1700958571.1359906,sending,aggregator,trainer5
1700958572.2235134,upload,trainer5,aggregator
1700958572.271711,fetch,trainer5,aggregator
1700958577.8926773,received,aggregator,trainer5
1700958577.9249067,sending,aggregator,trainer5
1700958579.0256174,upload,trainer5,aggregator
1700958579.0735407,fetch,trainer5,aggregator
1700958584.5440524,received,aggregator,trainer5
1700958591.2368083,sending,aggregator,trainer5
1700958592.361916,upload,trainer5,aggregator
1700958592.409148,fetch,trainer5,aggregator
1700958597.922269,received,aggregator,trainer5
1700958604.6400752,sending,aggregator,trainer5
1700958605.8358655,upload,trainer5,aggregator
1700958605.8854952,fetch,trainer5,aggregator
1700958611.0223095,received,aggregator,trainer5
1700958617.6128385,sending,aggregator,trainer5
1700958618.7478602,upload,trainer5,aggregator
1700958618.7884574,fetch,trainer5,aggregator
1700958624.732149,received,aggregator,trainer5
1700958637.9072068,sending,aggregator,trainer5
1700958639.0903072,upload,trainer5,aggregator
1700958639.1300335,fetch,trainer5,aggregator
1700958644.8907907,received,aggregator,trainer5
1700958657.4787188,sending,aggregator,trainer5
1700958658.4775276,upload,trainer5,aggregator
1700958658.5272243,fetch,trainer5,aggregator
1700958663.689024,received,aggregator,trainer5
1700958677.1666768,sending,aggregator,trainer5
1700958678.385845,upload,trainer5,aggregator
1700958678.427864,fetch,trainer5,aggregator
1700958683.4620073,received,aggregator,trainer5
1700958690.0785658,sending,aggregator,trainer5
1700958691.318159,upload,trainer5,aggregator
1700958691.3699808,fetch,trainer5,aggregator
1700958696.8484478,received,aggregator,trainer5
1700958696.8761318,sending,aggregator,trainer5
1700958698.0986109,upload,trainer5,aggregator
1700958698.139018,fetch,trainer5,aggregator
1700958703.5515585,received,aggregator,trainer5
1700958730.2282133,sending,aggregator,trainer5
1700958731.3541052,upload,trainer5,aggregator
1700958731.3794875,fetch,trainer5,aggregator
1700958736.326911,received,aggregator,trainer5
1700958749.5979402,sending,aggregator,trainer5
1700958750.858613,upload,trainer5,aggregator
1700958750.8907745,fetch,trainer5,aggregator
1700958756.5377655,received,aggregator,trainer5
1700958762.9188824,sending,aggregator,trainer5
1700958764.0811672,upload,trainer5,aggregator
1700958764.1312747,fetch,trainer5,aggregator
1700958769.5838275,received,aggregator,trainer5
