Timestamp,Tag,Source,Destination
1700958449.205513,fetch,trainer6,aggregator
1700958450.5736582,sending,aggregator,trainer6
1700958452.4330993,upload,trainer6,aggregator
1700958452.4916382,fetch,trainer6,aggregator
1700958452.5240743,received,aggregator,trainer6
1700958472.263468,sending,aggregator,trainer6
1700958473.600053,upload,trainer6,aggregator
1700958473.650243,fetch,trainer6,aggregator
1700958478.6971698,received,aggregator,trainer6
1700958498.3371797,sending,aggregator,trainer6
1700958499.745011,upload,trainer6,aggregator
1700958499.7959228,fetch,trainer6,aggregator
1700958505.2713113,received,aggregator,trainer6
1700958511.7750723,sending,aggregator,trainer6
1700958513.1345837,upload,trainer6,aggregator
1700958513.183365,fetch,trainer6,aggregator
1700958518.4904027,received,aggregator,trainer6
1700958524.9734576,sending,aggregator,trainer6
1700958526.4070854,upload,trainer6,aggregator
1700958526.4586575,fetch,trainer6,aggregator
1700958531.4487631,received,aggregator,trainer6
1700958538.1373909,sending,aggregator,trainer6
1700958539.5088687,upload,trainer6,aggregator
1700958539.562098,fetch,trainer6,aggregator
1700958551.5019124,received,aggregator,trainer6
1700958557.994142,sending,aggregator,trainer6
1700958559.345857,upload,trainer6,aggregator
1700958559.3932552,fetch,trainer6,aggregator
1700958564.686545,received,aggregator,trainer6
1700958571.3016891,sending,aggregator,trainer6
1700958572.5870366,upload,trainer6,aggregator
1700958572.6396034,fetch,trainer6,aggregator
1700958577.957713,received,aggregator,trainer6
1700958584.3329237,sending,aggregator,trainer6
1700958585.6950371,upload,trainer6,aggregator
1700958585.747795,fetch,trainer6,aggregator
1700958591.2896695,received,aggregator,trainer6
1700958604.4616902,sending,aggregator,trainer6
1700958605.8945403,upload,trainer6,aggregator
1700958605.9371972,fetch,trainer6,aggregator
1700958611.095658,received,aggregator,trainer6
1700958617.5267751,sending,aggregator,trainer6
1700958618.8854427,upload,trainer6,aggregator
1700958618.926435,fetch,trainer6,aggregator
1700958624.8194494,received,aggregator,trainer6
1700958631.0397933,sending,aggregator,trainer6
1700958632.4245846,upload,trainer6,aggregator
1700958632.476332,fetch,trainer6,aggregator
1700958638.048495,received,aggregator,trainer6
1700958644.9213471,sending,aggregator,trainer6
1700958646.3089683,upload,trainer6,aggregator
1700958646.3477616,fetch,trainer6,aggregator
1700958651.676457,received,aggregator,trainer6
1700958663.6482332,sending,aggregator,trainer6
1700958664.95835,upload,trainer6,aggregator
1700958665.0078008,fetch,trainer6,aggregator
1700958670.405137,received,aggregator,trainer6
1700958677.2526462,sending,aggregator,trainer6
1700958678.5152023,upload,trainer6,aggregator
1700958678.5666752,fetch,trainer6,aggregator
1700958683.5451927,received,aggregator,trainer6
1700958710.3365648,sending,aggregator,trainer6
1700958711.7342525,upload,trainer6,aggregator
1700958711.783204,fetch,trainer6,aggregator
1700958723.5143852,received,aggregator,trainer6
1700958723.5469902,sending,aggregator,trainer6
1700958724.9718325,upload,trainer6,aggregator
1700958725.014585,fetch,trainer6,aggregator
1700958730.2567449,received,aggregator,trainer6
1700958749.5040758,sending,aggregator,trainer6
1700958750.8010576,upload,trainer6,aggregator
1700958750.8352578,fetch,trainer6,aggregator
1700958756.4388106,received,aggregator,trainer6
1700958769.611131,sending,aggregator,trainer6
1700958771.024108,upload,trainer6,aggregator
1700958771.0662715,fetch,trainer6,aggregator
1700958776.3146849,received,aggregator,trainer6
1700958776.3358722,sending,aggregator,trainer6
1700958777.6336584,upload,trainer6,aggregator
1700958777.6810043,fetch,trainer6,aggregator
