Timestamp,Tag,Source,Destination
1700958449.129992,fetch,trainer3,aggregator
1700958472.3556638,sending,aggregator,trainer3
1700958473.3209438,upload,trainer3,aggregator
1700958473.3743894,fetch,trainer3,aggregator
1700958478.6095078,received,aggregator,trainer3
1700958485.1674712,sending,aggregator,trainer3
1700958485.719157,upload,trainer3,aggregator
1700958485.7704904,fetch,trainer3,aggregator
1700958491.8999765,received,aggregator,trainer3
1700958491.9189298,sending,aggregator,trainer3
1700958492.4907477,upload,trainer3,aggregator
1700958492.5425303,fetch,trainer3,aggregator
1700958498.452289,received,aggregator,trainer3
1700958505.0689151,sending,aggregator,trainer3
1700958505.6411138,upload,trainer3,aggregator
1700958505.6894076,fetch,trainer3,aggregator
1700958511.738505,received,aggregator,trainer3
1700958518.431892,sending,aggregator,trainer3
1700958518.9892566,upload,trainer3,aggregator
1700958519.039353,fetch,trainer3,aggregator
1700958525.0257385,received,aggregator,trainer3
1700958531.3225806,sending,aggregator,trainer3
1700958531.8782685,upload,trainer3,aggregator
1700958531.9315784,fetch,trainer3,aggregator
1700958538.1980424,received,aggregator,trainer3
1700958538.2286448,sending,aggregator,trainer3
1700958538.822452,upload,trainer3,aggregator
1700958538.862403,fetch,trainer3,aggregator
1700958544.8898427,received,aggregator,trainer3
1700958544.9270844,sending,aggregator,trainer3
1700958545.4735212,upload,trainer3,aggregator
1700958545.526093,fetch,trainer3,aggregator
1700958551.5903914,received,aggregator,trainer3
1700958558.066616,sending,aggregator,trainer3
1700958558.641952,upload,trainer3,aggregator
1700958558.6905267,fetch,trainer3,aggregator
1700958564.6362543,received,aggregator,trainer3
1700958624.6656463,sending,aggregator,trainer3
1700958625.2142928,upload,trainer3,aggregator
1700958625.2662058,fetch,trainer3,aggregator
1700958631.1993277,received,aggregator,trainer3
1700958657.5898871,sending,aggregator,trainer3
1700958658.143516,upload,trainer3,aggregator
1700958658.1864512,fetch,trainer3,aggregator
1700958663.6276176,received,aggregator,trainer3
1700958683.41797,sending,aggregator,trainer3
1700958683.975629,upload,trainer3,aggregator
1700958684.0164688,fetch,trainer3,aggregator
1700958690.2214978,received,aggregator,trainer3
1700958710.25323,sending,aggregator,trainer3
1700958710.7633996,upload,trainer3,aggregator
1700958710.802542,fetch,trainer3,aggregator
1700958717.0798495,received,aggregator,trainer3
1700958717.107506,sending,aggregator,trainer3
1700958717.589775,upload,trainer3,aggregator
1700958717.6360784,fetch,trainer3,aggregator
1700958723.5833592,received,aggregator,trainer3
1700958742.617089,sending,aggregator,trainer3
1700958743.1679318,upload,trainer3,aggregator
1700958743.2066789,fetch,trainer3,aggregator
1700958749.545154,received,aggregator,trainer3
1700958776.2533803,sending,aggregator,trainer3
1700958776.814829,upload,trainer3,aggregator
1700958776.8608303,fetch,trainer3,aggregator
