Timestamp,Tag,Source,Destination
1700958449.074751,fetch,trainer7,aggregator
1700958451.9073122,sending,aggregator,trainer7
1700958453.047019,upload,trainer7,aggregator
1700958453.1475992,fetch,trainer7,aggregator
1700958459.068455,received,aggregator,trainer7
1700958485.0773306,sending,aggregator,trainer7
1700958485.8408976,upload,trainer7,aggregator
1700958485.8954332,fetch,trainer7,aggregator
1700958491.95989,received,aggregator,trainer7
1700958498.500397,sending,aggregator,trainer7
1700958499.2593129,upload,trainer7,aggregator
1700958499.3108904,fetch,trainer7,aggregator
1700958505.2047253,received,aggregator,trainer7
1700958505.2258377,sending,aggregator,trainer7
1700958505.9663315,upload,trainer7,aggregator
1700958506.015941,fetch,trainer7,aggregator
1700958511.831395,received,aggregator,trainer7
1700958518.259213,sending,aggregator,trainer7
1700958519.061653,upload,trainer7,aggregator
1700958519.110062,fetch,trainer7,aggregator
1700958525.109862,received,aggregator,trainer7
1700958538.0425773,sending,aggregator,trainer7
1700958538.881299,upload,trainer7,aggregator
1700958538.925588,fetch,trainer7,aggregator
1700958544.990452,received,aggregator,trainer7
1700958551.533139,sending,aggregator,trainer7
1700958552.3119094,upload,trainer7,aggregator
1700958552.364648,fetch,trainer7,aggregator
1700958558.040254,received,aggregator,trainer7
1700958564.4949925,sending,aggregator,trainer7
1700958565.289046,upload,trainer7,aggregator
1700958565.3441937,fetch,trainer7,aggregator
1700958571.2806027,received,aggregator,trainer7
1700958577.7614892,sending,aggregator,trainer7
1700958578.553413,upload,trainer7,aggregator
1700958578.6035266,fetch,trainer7,aggregator
1700958584.4690282,received,aggregator,trainer7
1700958591.1447823,sending,aggregator,trainer7
1700958591.875411,upload,trainer7,aggregator
1700958591.9381266,fetch,trainer7,aggregator
1700958597.8700342,received,aggregator,trainer7
1700958631.1353734,sending,aggregator,trainer7
1700958631.8460872,upload,trainer7,aggregator
1700958631.8923888,fetch,trainer7,aggregator
1700958637.9807656,received,aggregator,trainer7
1700958644.821874,sending,aggregator,trainer7
1700958645.564278,upload,trainer7,aggregator
1700958645.6082814,fetch,trainer7,aggregator
1700958651.606667,received,aggregator,trainer7
1700958670.268792,sending,aggregator,trainer7
1700958671.043711,upload,trainer7,aggregator
1700958671.093912,fetch,trainer7,aggregator
1700958677.2947652,received,aggregator,trainer7
1700958696.7087622,sending,aggregator,trainer7
1700958697.4852393,upload,trainer7,aggregator
1700958697.5331633,fetch,trainer7,aggregator
1700958703.4959705,received,aggregator,trainer7
1700958710.165838,sending,aggregator,trainer7
1700958710.94514,upload,trainer7,aggregator
1700958710.9775455,fetch,trainer7,aggregator
1700958717.131301,received,aggregator,trainer7
1700958723.4645212,sending,aggregator,trainer7
1700958724.2598982,upload,trainer7,aggregator
1700958724.3250978,fetch,trainer7,aggregator
1700958730.207424,received,aggregator,trainer7
1700958736.1955771,sending,aggregator,trainer7
1700958736.8987052,upload,trainer7,aggregator
1700958736.956139,fetch,trainer7,aggregator
1700958742.5988753,received,aggregator,trainer7
