Timestamp,Tag,Source,Destination
1700958449.209549,fetch,trainer4,aggregator
1700958465.4605842,sending,aggregator,trainer4
1700958467.6685088,upload,trainer4,aggregator
1700958467.720782,fetch,trainer4,aggregator
1700958472.3939853,received,aggregator,trainer4
1700958511.693999,sending,aggregator,trainer4
1700958513.2833903,upload,trainer4,aggregator
1700958513.33261,fetch,trainer4,aggregator
1700958524.9439971,received,aggregator,trainer4
1700958525.046251,sending,aggregator,trainer4
1700958526.7602625,upload,trainer4,aggregator
1700958526.814962,fetch,trainer4,aggregator
1700958538.103382,received,aggregator,trainer4
1700958557.9006617,sending,aggregator,trainer4
1700958559.60491,upload,trainer4,aggregator
1700958559.6552343,fetch,trainer4,aggregator
1700958571.1932523,received,aggregator,trainer4
1700958571.2264268,sending,aggregator,trainer4
1700958572.8952217,upload,trainer4,aggregator
1700958572.943968,fetch,trainer4,aggregator
1700958584.3921611,received,aggregator,trainer4
1700958597.730695,sending,aggregator,trainer4
1700958599.334338,upload,trainer4,aggregator
1700958599.376433,fetch,trainer4,aggregator
1700958604.617603,received,aggregator,trainer4
1700958617.684673,sending,aggregator,trainer4
1700958619.2120824,upload,trainer4,aggregator
1700958619.2565677,fetch,trainer4,aggregator
1700958631.102491,received,aggregator,trainer4
1700958638.001707,sending,aggregator,trainer4
1700958639.666089,upload,trainer4,aggregator
1700958639.7191143,fetch,trainer4,aggregator
1700958651.5086136,received,aggregator,trainer4
1700958651.6309035,sending,aggregator,trainer4
1700958653.3634114,upload,trainer4,aggregator
1700958653.4253018,fetch,trainer4,aggregator
1700958663.5579753,received,aggregator,trainer4
1700958670.352533,sending,aggregator,trainer4
1700958671.9462433,upload,trainer4,aggregator
1700958671.9940798,fetch,trainer4,aggregator
1700958683.3852196,received,aggregator,trainer4
1700958683.5238736,sending,aggregator,trainer4
1700958685.0707996,upload,trainer4,aggregator
1700958685.1171718,fetch,trainer4,aggregator
1700958696.7617636,received,aggregator,trainer4
1700958696.791574,sending,aggregator,trainer4
1700958698.2810488,upload,trainer4,aggregator
1700958698.3320882,fetch,trainer4,aggregator
1700958710.2201655,received,aggregator,trainer4
1700958717.0263934,sending,aggregator,trainer4
1700958718.6427612,upload,trainer4,aggregator
1700958718.695552,fetch,trainer4,aggregator
1700958730.1611698,received,aggregator,trainer4
1700958730.1814294,sending,aggregator,trainer4
1700958731.8368297,upload,trainer4,aggregator
1700958731.8857,fetch,trainer4,aggregator
1700958742.504402,received,aggregator,trainer4
1700958756.4686344,sending,aggregator,trainer4
1700958758.1624982,upload,trainer4,aggregator
1700958758.2161033,fetch,trainer4,aggregator
1700958763.141688,received,aggregator,trainer4
1700958769.530548,sending,aggregator,trainer4
1700958771.2350276,upload,trainer4,aggregator
1700958771.2897427,fetch,trainer4,aggregator
1700958776.3633344,received,aggregator,trainer4
