Timestamp,Tag,Source,Destination
1700958449.1641216,fetch,trainer10,aggregator
1700958459.0133038,sending,aggregator,trainer10
1700958460.9733806,upload,trainer10,aggregator
1700958461.0329611,fetch,trainer10,aggregator
1700958472.3218882,received,aggregator,trainer10
1700958478.553903,sending,aggregator,trainer10
1700958480.1791492,upload,trainer10,aggregator
1700958480.219549,fetch,trainer10,aggregator
1700958491.8065312,received,aggregator,trainer10
1700958505.161149,sending,aggregator,trainer10
1700958506.65997,upload,trainer10,aggregator
1700958506.7052124,fetch,trainer10,aggregator
1700958518.3182662,received,aggregator,trainer10
1700958531.23922,sending,aggregator,trainer10
1700958532.9030092,upload,trainer10,aggregator
1700958532.949734,fetch,trainer10,aggregator
1700958544.825431,received,aggregator,trainer10
1700958564.5803754,sending,aggregator,trainer10
1700958566.0427625,upload,trainer10,aggregator
1700958566.0927076,fetch,trainer10,aggregator
1700958571.3518558,received,aggregator,trainer10
1700958584.5030122,sending,aggregator,trainer10
1700958585.879813,upload,trainer10,aggregator
1700958585.9280565,fetch,trainer10,aggregator
1700958591.359271,received,aggregator,trainer10
1700958597.889057,sending,aggregator,trainer10
1700958599.375438,upload,trainer10,aggregator
1700958599.4232564,fetch,trainer10,aggregator
1700958604.6744697,received,aggregator,trainer10
1700958610.9771495,sending,aggregator,trainer10
1700958612.4494,upload,trainer10,aggregator
1700958612.4970157,fetch,trainer10,aggregator
1700958617.6634476,received,aggregator,trainer10
1700958651.4493232,sending,aggregator,trainer10
1700958652.8369029,upload,trainer10,aggregator
1700958652.8751812,fetch,trainer10,aggregator
1700958657.5555358,received,aggregator,trainer10
1700958663.5919194,sending,aggregator,trainer10
1700958665.0918002,upload,trainer10,aggregator
1700958665.146285,fetch,trainer10,aggregator
1700958670.4625597,received,aggregator,trainer10
1700958677.3140123,sending,aggregator,trainer10
1700958678.8220005,upload,trainer10,aggregator
1700958678.8666525,fetch,trainer10,aggregator
1700958690.1368692,received,aggregator,trainer10
1700958736.112644,sending,aggregator,trainer10
1700958737.6594431,upload,trainer10,aggregator
1700958737.7090802,fetch,trainer10,aggregator
1700958742.6673925,received,aggregator,trainer10
1700958763.0153508,sending,aggregator,trainer10
1700958764.510004,upload,trainer10,aggregator
1700958764.5606096,fetch,trainer10,aggregator
1700958776.2237766,received,aggregator,trainer10
